-0.06271678	-0.030387562	-0.017322876	0.006675282	-0.05196145	-0.06214642	-0.047388617	0.0032325855	-0.0068973107	-0.02155283	0.051485006	-0.0057679946	-0.027020002	0.0795001	-0.0518735	0.06525522
-0.05851194	0.060646236	-0.020505976	-0.058365304	-0.03238512	-0.04705827	0.07337429	-0.042020287	0.02161161	-0.026864732	0.038678575	0.005150847	-0.038373113	0.050988782	-0.06835301	0.034803648
0.008767545	0.02688261	-0.015210951	-0.03376514	-0.056321815	-0.08410494	0.029828858	-0.11271058	-0.057328183	-0.074242696	0.042100836	-0.012249746	-0.033687282	0.11678999	-0.14278308	0.0757451
0.004874074	-0.04861164	-0.01454159	-0.05180939	0.034959603	-0.019443924	0.08350111	-0.0348739	0.053425223	-0.02187583	0.041479297	-0.015449271	-0.048200216	0.11504922	-0.04850325	0.0032254867
0.06447551	-0.001536118	-0.12005405	-0.040352527	-0.01619254	-0.051032867	-0.023355504	-0.029676374	-0.017731855	0.021368925	0.095381305	0.058303315	-0.042304967	0.095223926	-0.1425257	0.028047513
0.013692737	0.016698595	-0.00083892926	-0.091149956	-0.049856335	-0.088924095	-0.02300249	0.037791017	0.034745764	-0.02759363	0.027632022	0.0072645852	0.0222313	0.008285021	-0.08705086	0.07558215
-0.043835476	-0.03585489	-0.080761954	-0.00019345435	-0.0013017324	-0.052621774	-0.015881602	-0.051443946	0.00800815	-0.05557071	0.051389597	0.03645484	0.050062194	0.12213944	-0.048832025	0.024413714
-0.03948331	0.01650335	-0.068678804	-0.0013736886	-0.012172085	-0.066344015	0.035866484	0.022237688	0.004872421	0.0074370154	0.10140654	-0.027060285	0.016229594	0.0501401	-0.08527861	0.037617944
-0.05549262	-0.0071929237	0.004625774	-0.038593475	-0.03686852	-0.12909104	-9.459785e-05	-0.039752472	0.015766168	-0.0222821	-0.040684056	-0.0058171493	-0.005711799	0.067756176	-0.08078303	0.0021507628
-0.06810615	0.002599703	-0.03819546	-0.021802068	-0.09105414	-0.06004438	-0.010882694	-0.08093317	-0.051603146	0.05057849	-0.0009678966	-0.04135184	0.05933166	0.1110462	-0.001870366	0.025579048
-0.032170817	-0.02685344	0.0039961888	0.010625141	-0.09484175	-0.017523125	0.03662413	0.010952128	-0.013211873	0.0046950183	0.067773215	0.032593332	-0.028201925	0.06472166	-0.05195343	0.040851288
0.00773714	-0.076909594	0.007465087	0.032246638	-0.022255274	-0.053186163	-0.00080753054	0.03717653	0.048529107	0.06111016	0.0068491013	0.05311564	0.029905586	0.08409292	-0.07766332	0.059743218
0.04861932	0.067229	0.03878974	-0.046367083	0.0057047056	-0.07191504	0.0017557819	0.039035562	-0.07520365	-0.029198218	0.025002556	0.008533721	0.034364842	0.04906927	-0.008607812	-0.031514224
-0.076923	0.0037733885	-0.072907664	0.02090647	-0.010082016	-0.06689567	-0.052138835	0.065326676	0.07641108	0.04675526	0.040653132	0.007382985	0.031593528	0.10322168	-0.04595694	0.0046393666
-0.07170906	-0.0027841593	-0.105783895	-0.014816244	-0.003276504	-0.01075635	0.029464627	-0.016767548	-0.024044963	-0.07843158	0.0696793	0.07277751	0.037924033	0.09951734	-0.053313337	0.02060348
-8.149106e-06	0.007561214	0.0530581	-0.0047208345	0.0153621165	-0.006751149	0.043768905	0.0018673951	0.027625868	-0.031264205	0.010846776	0.0034820065	-0.058420803	0.09976158	-0.07741063	-0.01755391
-0.0023222652	0.018247163	0.013964121	-0.0011134029	0.01022223	-0.032246582	0.010194899	-0.049753904	0.029518733	-0.08115403	0.12181612	0.06078757	0.028258814	0.06179212	-0.033684526	0.022481509
-0.0041857637	0.020722162	0.020849453	0.019463504	0.023581715	0.022033198	-0.038277715	0.048870213	0.08291634	0.058716252	0.051150817	0.12427956	0.10967448	-0.011651774	-0.092914	-0.044100303
0.039523873	-0.014576078	0.073507614	0.03704412	0.023152161	0.027395118	0.019664418	-0.011915717	-0.00038159266	0.07167074	0.046126746	0.04699502	-0.040405195	0.08187909	-0.034823224	0.023143066
-0.021276383	-0.025224986	0.017125217	0.013122567	0.04339424	-0.050652962	0.09405054	-0.100382626	0.019479062	0.08830053	0.0016372906	0.04217514	0.059003238	0.15598615	0.019793628	0.05630458
-0.16712767	0.022707742	-0.048572637	-0.05815991	0.010955956	-0.079413265	0.0532303	-0.029855633	0.06374676	0.009015181	-0.043942124	-0.0737402	-0.10037431	0.012982092	-0.02614837	0.035359513
-0.008638675	0.06404821	-0.046638303	0.03545239	0.05518876	-0.08290143	-0.022755131	0.044391084	0.036332402	-0.028264115	-0.101944834	0.08663043	-0.0667532	0.0920278	-0.087248825	-0.06909394
-0.105946295	-0.034682192	-0.008580417	-0.08545466	-0.08131764	0.074960254	-0.01188284	-0.07604058	-0.1255496	0.022369765	-0.0012311606	0.01217673	-0.0125673525	0.16701582	0.07482409	-0.020056741
-0.1619418	0.015105566	-0.018581172	-0.028753672	-0.00060047087	-0.07101994	-0.033410363	-0.028626624	0.07236179	0.028670818	0.004867979	0.018596148	0.009898892	0.045080088	0.03163762	0.05022174
-0.09796918	0.022568412	-0.016246753	-0.055048734	-0.04334286	-0.031241288	-0.07050689	-0.10711843	0.022168929	0.06719308	0.06976852	0.016667854	-0.008784863	0.09628594	-0.05682405	0.06262158
0.00584484	-0.06248715	-0.0022232572	0.058315802	-0.0005060269	-0.021079967	-0.058512192	-0.025017856	0.06125968	-0.058217887	0.06302949	-0.02730553	-0.02726589	-0.04575137	-0.056189246	0.028383091
-0.050220687	0.08152848	-0.123396195	-0.0640021	-0.06382424	-0.024386656	-0.013797624	-0.0663532	-0.009509572	-0.010818986	0.024030713	0.009016439	-0.0329698	-0.03362115	-0.015342563	0.061841495
0.026504159	-0.020806769	-0.058327254	-0.037801012	0.0070389677	-0.015550481	-0.02975557	0.11845287	0.005905665	-0.1503072	-0.045650885	-0.110313356	-0.008585763	0.024883587	-0.026393086	0.10432578
0.045613155	0.0053498656	0.083664395	-0.026793882	0.05552059	-0.040192835	-0.0107487235	-0.044784416	-0.008905264	0.03269753	-0.012053267	-0.018007273	-0.0064790114	-0.02117016	0.06922942	-0.10454385
0.06766057	-0.026659595	-0.04695809	0.029211937	-0.06385807	-0.03667337	0.018553134	0.007920749	-0.025014691	-0.09015007	-0.044118904	-0.010508398	-0.0046586134	0.15924937	-0.1286536	-0.089263685
